receptor,ligand,n_db,m_r_lfc,m_r_padj,m_l_lfc,m_l_padj,m_strict,m_relaxed,h_r_lfc,h_r_padj,h_l_lfc,h_l_padj,h_strict,h_relaxed,conservation
PTH1R,PTH2,5,20.1455,0.0,,,no_data,no_data,-0.1989,1.0,0.0,1.0,no,no,neither
PTH2R,PTH2,5,-1.6518,0.9999344575108172,,,no_data,no_data,0.9723,1.0,0.0,1.0,no,no,neither
PRLHR,PTHLH,3,,,-3.9707,0.1597397348851348,no_data,no_data,3.4091,1.0,-0.8871,1.0,trend,yes,human_only
PTH1R,PTHLH,5,20.1455,0.0,-3.9707,0.1597397348851348,trend,yes,-0.1989,1.0,-0.8871,1.0,no,no,mouse_only
PTH2R,PTHLH,5,-1.6518,0.9999344575108172,-3.9707,0.1597397348851348,no,no,0.9723,1.0,-0.8871,1.0,trend,yes,human_only
VIPR1,PTMA,4,1.9671,0.6600547822067091,,,no_data,no_data,-1.2746,1.0,0.3324,1.474030687504491e-06,no,no,neither
ALK,PTN,5,1.7001,0.8304342149393095,,,no_data,no_data,0.606,0.0382143293226929,0.3849,1.0,no,no,neither
PLXNB2,PTN,3,18.8987,0.0,,,no_data,no_data,0.43,0.0025392402068609,0.3849,1.0,no,no,neither
PTPRB,PTN,3,0.5562,1.7459651701009204e-172,,,no_data,no_data,-0.2914,1.0,0.3849,1.0,no,no,neither
PTPRS,PTN,4,66.7545,0.0,,,no_data,no_data,0.6185,1.400074639647724e-13,0.3849,1.0,no,no,neither
PTPRZ1,PTN,5,1.097,0.1663928190377757,,,no_data,no_data,0.1706,0.9181599868114096,0.3849,1.0,no,no,neither
SDC1,PTN,3,53.4222,0.0,,,no_data,no_data,3.2825,1.0,0.3849,1.0,no,no,neither
SDC3,PTN,4,28.9004,0.0,,,no_data,no_data,0.9631,0.9785026698503438,0.3849,1.0,no,no,neither
FAP,PYY,4,22.1979,0.0,,,no_data,no_data,0.8263,1.0,1.3312,1.0,no,no,neither
NPY1R,PYY,5,-2.8499,0.3905883935581861,,,no_data,no_data,-0.449,1.0,1.3312,1.0,no,no,neither
NPY2R,PYY,5,-0.8811,0.9999344575108172,,,no_data,no_data,0.0,1.0,1.3312,1.0,no,no,neither
NPY4R,PYY,5,-1.9078,0.9999344575108172,,,no_data,no_data,3.2067,1.0,1.3312,1.0,no,no,neither
NPY5R,PYY,5,-0.3832,0.9999344575108172,,,no_data,no_data,0.3358,1.0,1.3312,1.0,no,no,neither
P2RY14,QRFP,3,-21.2152,3.821623309256311e-06,2.6815,0.9999344575108172,no,no,0.5138,1.0,1.6937,1.0,no,no,neither
QRFPR,QRFP,5,1.1223,0.9999344575108172,2.6815,0.9999344575108172,no,no,-0.2929,1.0,1.6937,1.0,no,no,neither
KLRK1,RAET1E,4,-2.3938,0.9999344575108172,2.9887,2.471844581511804e-44,no,no,0.7915,1.0,0.6156,0.0412963767204008,no,no,neither
CCRL2,RARRES2,5,-13.5861,2.9792625355921767e-18,,,no_data,no_data,1.1154,1.0,0.7677,3.8401335103092896e-22,no,no,neither
CMKLR1,RARRES2,5,-64.424,0.0,,,no_data,no_data,0.1295,1.0,0.7677,3.8401335103092896e-22,no,no,neither
CMKLR2,RARRES2,5,-4.8029,0.009828994565946,,,no_data,no_data,0.6162,1.0,0.7677,3.8401335103092896e-22,no,no,neither
NOTCH1,RBP3,4,4.3951,2.465241393848366e-183,,,no_data,no_data,0.7993,0.6606492981719543,0.0,1.0,no,no,neither
STRA6,RBP4,5,0.1974,0.6145533517558451,-26.8033,0.0023534941386018,trend,yes,-1.0433,1.0,0.1846,0.6607130395530628,no,no,mouse_only
ITGA3,RELN,4,-1.8104,0.0213997984079524,-1.6095,0.9999344575108172,no,no,0.3865,0.0023087863871003,0.3857,1.0,no,no,neither
ITGB1,RELN,4,334.4704,0.0,-1.6095,0.9999344575108172,trend,yes,0.4347,3.774832503484081e-07,0.3857,1.0,no,no,mouse_only
LRP8,RELN,5,1.5651,0.0003558416023579,-1.6095,0.9999344575108172,trend,yes,0.8571,1.0,0.3857,1.0,no,no,mouse_only
VLDLR,RELN,5,-11.1798,0.4792411199602981,-1.6095,0.9999344575108172,no,no,0.5244,0.3911935144219511,0.3857,1.0,no,no,neither
ATP6AP2,REN,5,-9.3316,1.4836929805314884e-72,,,no_data,no_data,0.5041,0.1162225665006493,0.3682,1.0,no,no,neither
NEO1,RGMA,4,49.0928,0.0,-33.8696,1.176836588239294e-32,yes,yes,-0.1242,0.2865744070667012,-0.0011,1.0,no,no,mouse_only
NEO1,RGMB,4,49.0928,0.0,-66.8047,0.0,yes,yes,-0.1242,0.2865744070667012,-0.0458,1.0,no,no,mouse_only
CACNA1C,RIMS1,3,4.8041,2.9325565449171694e-57,0.9246,0.5531356088589198,no,no,0.433,8.479060043985471e-07,0.6512,0.0207870037035,no,no,neither
ABCA1,RIMS2,3,-6.3349,3.878746959302661e-10,-0.8961,0.9999344575108172,no,no,0.4655,0.0038240720228247,0.2318,1.0,no,no,neither
RXFP1,RLN1,5,21.0852,0.9999344575108172,0.539,0.9999344575108172,no,no,-0.1439,1.0,0.7881,1.0,no,no,neither
RXFP2,RLN1,5,-0.2488,0.9999344575108172,0.539,0.9999344575108172,no,no,0.6885,1.0,0.7881,1.0,no,no,neither
RXFP1,RLN2,5,21.0852,0.9999344575108172,,,no_data,no_data,-0.1439,1.0,0.0316,1.0,no,no,neither
RXFP2,RLN2,5,-0.2488,0.9999344575108172,,,no_data,no_data,0.6885,1.0,0.0316,1.0,no,no,neither
RXFP3,RLN2,3,1.131,0.5150482753575443,,,no_data,no_data,0.0,1.0,0.0316,1.0,no,no,neither
RXFP1,RLN3,5,21.0852,0.9999344575108172,-3.6981,0.9999344575108172,trend,yes,-0.1439,1.0,0.0,1.0,no,no,mouse_only
RXFP2,RLN3,5,-0.2488,0.9999344575108172,-3.6981,0.9999344575108172,no,no,0.6885,1.0,0.0,1.0,no,no,neither
RXFP3,RLN3,4,1.131,0.5150482753575443,-3.6981,0.9999344575108172,trend,yes,0.0,1.0,0.0,1.0,no,no,mouse_only
RXFP4,RLN3,5,,,-3.6981,0.9999344575108172,no_data,no_data,-16.6977,1.0,0.0,1.0,no,no,neither
TLR2,RNASE2,4,-2.5953,4.605148616862717e-09,,,no_data,no_data,-0.0901,1.0,-17.3105,1.0,no,no,neither
NRXN1,RPH3A,4,-3.7919,0.9999344575108172,1.1409,0.9999344575108172,no,no,0.4384,0.1881625352167169,0.8401,1.0,no,no,neither
C5AR1,RPS19,3,-4.7149,0.5280937919484948,,,no_data,no_data,0.4965,1.0,1.2096,6.569841975240752e-78,no,no,neither
LGR4,RSPO1,5,-0.8134,9.027690475210353e-24,-24.7784,1.0423220477571363e-55,no,no,-0.108,1.0,-0.1317,1.0,no,no,neither
LGR5,RSPO1,5,-1.1097,0.9999344575108172,-24.7784,1.0423220477571363e-55,no,no,0.8009,1.0,-0.1317,1.0,trend,yes,human_only
LGR6,RSPO1,5,1.9336,0.0217249594200328,-24.7784,1.0423220477571363e-55,yes,yes,0.8593,1.0,-0.1317,1.0,trend,yes,CONSERVED_relaxed
LRP6,RSPO1,4,12.8705,0.0,-24.7784,1.0423220477571363e-55,yes,yes,0.1581,0.8107383351178986,-0.1317,1.0,trend,yes,CONSERVED_relaxed
ZNRF3,RSPO1,4,-2.6395,0.1692233013982844,-24.7784,1.0423220477571363e-55,no,no,0.0841,1.0,-0.1317,1.0,trend,yes,human_only
LGR4,RSPO2,5,-0.8134,9.027690475210353e-24,-0.6465,0.9999344575108172,no,no,-0.108,1.0,-0.2597,1.0,no,no,neither
LGR5,RSPO2,5,-1.1097,0.9999344575108172,-0.6465,0.9999344575108172,no,no,0.8009,1.0,-0.2597,1.0,trend,yes,human_only
LGR6,RSPO2,5,1.9336,0.0217249594200328,-0.6465,0.9999344575108172,trend,yes,0.8593,1.0,-0.2597,1.0,trend,yes,CONSERVED_relaxed
FZD8,RSPO3,4,17.0945,0.0,-0.2127,5.704826368325124e-07,yes,yes,0.1721,1.0,1.661,1.0,no,no,mouse_only
LGR4,RSPO3,5,-0.8134,9.027690475210353e-24,-0.2127,5.704826368325124e-07,no,no,-0.108,1.0,1.661,1.0,no,no,neither
LGR5,RSPO3,5,-1.1097,0.9999344575108172,-0.2127,5.704826368325124e-07,no,no,0.8009,1.0,1.661,1.0,no,no,neither
LGR6,RSPO3,5,1.9336,0.0217249594200328,-0.2127,5.704826368325124e-07,yes,yes,0.8593,1.0,1.661,1.0,no,no,mouse_only
LRP6,RSPO3,4,12.8705,0.0,-0.2127,5.704826368325124e-07,yes,yes,0.1581,0.8107383351178986,1.661,1.0,no,no,mouse_only
SDC4,RSPO3,4,-41.4204,4.156289274478787e-26,-0.2127,5.704826368325124e-07,no,no,0.6729,0.0003309302353757,1.661,1.0,no,no,neither
LGR4,RSPO4,5,-0.8134,9.027690475210353e-24,0.0284,0.9999344575108172,no,no,-0.108,1.0,-0.3235,1.0,no,no,neither
LGR5,RSPO4,5,-1.1097,0.9999344575108172,0.0284,0.9999344575108172,no,no,0.8009,1.0,-0.3235,1.0,trend,yes,human_only
LGR6,RSPO4,5,1.9336,0.0217249594200328,0.0284,0.9999344575108172,no,no,0.8593,1.0,-0.3235,1.0,trend,yes,human_only
CNTNAP1,RTN4,4,-1.0825,0.8646561825864769,62.2832,3.2410866645624167e-183,no,no,0.6281,1.0,-0.4025,0.0002129042375219,trend,yes,human_only
LINGO1,RTN4,4,-0.1337,2.781384673068761e-09,62.2832,3.2410866645624167e-183,no,no,-2.384,0.5422345577273,-0.4025,0.0002129042375219,no,no,neither
RTN4R,RTN4,4,3.8425,7.203152040281298e-11,62.2832,3.2410866645624167e-183,no,no,1.0261,1.0,-0.4025,0.0002129042375219,trend,yes,human_only
RTN4RL1,RTN4,3,-17.2992,2.0860452379085024e-18,62.2832,3.2410866645624167e-183,no,no,0.3016,1.0,-0.4025,0.0002129042375219,trend,yes,human_only
TNFRSF19,RTN4,4,0.2501,0.5826489022216821,62.2832,3.2410866645624167e-183,no,no,0.0836,1.0,-0.4025,0.0002129042375219,trend,yes,human_only
TLR4,S100A8,4,-7.5531,0.7437114363521953,-10.5973,0.9999344575108172,no,no,0.322,1.0,1.3989,1.0,no,no,neither
TLR4,S100A9,4,-7.5531,0.7437114363521953,-8.302,0.9999344575108172,no,no,0.322,1.0,1.1425,1.0,no,no,neither
FPR1,SAA1,3,-2.8996,0.9999344575108172,-2.9396,0.5987423979591282,no,no,1.0317,1.0,-2.2182,1.0,trend,yes,human_only
FPR2,SAA1,5,-1.9345,0.9999344575108172,-2.9396,0.5987423979591282,no,no,-0.4192,1.0,-2.2182,1.0,no,no,neither
LMBR1L,SCGB1A1,3,-1.409,1.681116207789545e-27,-13.2235,0.9999344575108172,no,no,0.0173,1.0,0.7481,1.0,no,no,neither
LRP2,SCGB1A1,4,-3.068,1.722378908969545e-05,-13.2235,0.9999344575108172,no,no,0.123,1.0,0.7481,1.0,no,no,neither
MARCO,SCGB3A1,4,1.4316,0.9999344575108172,-4.1976,0.9999344575108172,trend,yes,0.7566,1.0,-18.4754,1.0,trend,yes,CONSERVED_relaxed
MARCO,SCGB3A2,4,1.4316,0.9999344575108172,-6.9626,0.9999344575108172,trend,yes,0.7566,1.0,2.3239,1.0,no,no,mouse_only
SCTR,SCT,5,-0.0505,0.9999344575108172,-1.2987,0.0113049030669867,no,no,1.651,0.8112999554688528,-21.5288,1.0,trend,yes,human_only
VIPR1,SCT,5,1.9671,0.6600547822067091,-1.2987,0.0113049030669867,trend,yes,-1.2746,1.0,-21.5288,1.0,no,no,mouse_only
VIPR2,SCT,5,-5.0525,0.0003619188628903,-1.2987,0.0113049030669867,no,no,0.5559,3.028429821695983e-09,-21.5288,1.0,trend,yes,human_only
SELE,SELPLG,5,0.5963,0.5291992839352008,-2.8239,0.9999344575108172,trend,yes,-0.2442,1.0,1.4038,1.0,no,no,mouse_only
SELL,SELPLG,5,-2.2928,0.9999344575108172,-2.8239,0.9999344575108172,no,no,0.8703,1.0,1.4038,1.0,no,no,neither
SELP,SELPLG,5,0.909,0.2294712537033988,-2.8239,0.9999344575108172,trend,yes,-0.7594,1.0,1.4038,1.0,no,no,mouse_only
NRP1,SEMA3A,5,-64.0217,0.511487303894746,0.071,0.9999344575108172,no,no,0.2032,0.3630938529250797,0.9092,1.405022955291888e-07,no,no,neither
NRP2,SEMA3A,4,9.625,6.096977135244711e-269,0.071,0.9999344575108172,no,no,0.325,1.0,0.9092,1.405022955291888e-07,no,no,neither
PLXNA1,SEMA3A,4,4.5555,2.3940792622217255e-94,0.071,0.9999344575108172,no,no,0.2333,1.0,0.9092,1.405022955291888e-07,no,no,neither
PLXNA2,SEMA3A,4,1.984,1.5185690211947174e-62,0.071,0.9999344575108172,no,no,-0.788,6.727238948099039e-18,0.9092,1.405022955291888e-07,no,no,neither
PLXNA4,SEMA3A,4,9.7892,1.7786266728054342e-119,0.071,0.9999344575108172,no,no,0.5984,8.486066758564985e-19,0.9092,1.405022955291888e-07,no,no,neither
NRP1,SEMA3B,4,-64.0217,0.511487303894746,3.8165,2.040633638831028e-95,no,no,0.2032,0.3630938529250797,0.0119,1.0,no,no,neither
NRP2,SEMA3B,4,9.625,6.096977135244711e-269,3.8165,2.040633638831028e-95,no,no,0.325,1.0,0.0119,1.0,no,no,neither
NRP1,SEMA3C,4,-64.0217,0.511487303894746,-54.6011,3.3543069247321523e-252,no,no,0.2032,0.3630938529250797,0.1815,1.0,no,no,neither
NRP2,SEMA3C,5,9.625,6.096977135244711e-269,-54.6011,3.3543069247321523e-252,yes,yes,0.325,1.0,0.1815,1.0,no,no,mouse_only
PLXND1,SEMA3C,4,-2.6718,2.4856265715581732e-23,-54.6011,3.3543069247321523e-252,no,no,0.2578,1.0,0.1815,1.0,no,no,neither
NRP1,SEMA3D,4,-64.0217,0.511487303894746,4.3214,3.334149291049933e-70,no,no,0.2032,0.3630938529250797,1.1891,1.6029344688281365e-12,no,no,neither
PLXND1,SEMA3E,5,-2.6718,2.4856265715581732e-23,-0.2594,0.9999344575108172,no,no,0.2578,1.0,0.2055,1.0,no,no,neither
NRP1,SEMA3F,4,-64.0217,0.511487303894746,-0.7559,0.9999344575108172,no,no,0.2032,0.3630938529250797,-0.014,1.0,trend,yes,human_only
NRP2,SEMA3F,5,9.625,6.096977135244711e-269,-0.7559,0.9999344575108172,trend,yes,0.325,1.0,-0.014,1.0,trend,yes,CONSERVED_relaxed
PLXNA3,SEMA3F,4,1.0086,1.7751733815711082e-08,-0.7559,0.9999344575108172,trend,yes,-0.2635,1.0,-0.014,1.0,no,no,mouse_only
NRP2,SEMA3G,4,9.625,6.096977135244711e-269,-1.7463,0.9999344575108172,trend,yes,0.325,1.0,0.7159,1.0,no,no,mouse_only
PLXND1,SEMA4A,5,-2.6718,2.4856265715581732e-23,-2.5836,0.0523542671186514,no,no,0.2578,1.0,-1.9675,0.1118547051722171,trend,yes,human_only
DCBLD2,SEMA4B,4,22.0197,0.0,-0.9695,0.0976832624336102,trend,yes,0.3081,0.0001388414494236,0.6125,0.0397873872954261,no,no,mouse_only
PLXNB2,SEMA4C,5,18.8987,0.0,-15.0663,3.8136898665436685e-05,yes,yes,0.43,0.0025392402068609,0.1518,1.0,no,no,mouse_only
CD72,SEMA4D,5,-2.1835,0.5429689704362636,-3.384,0.1466476177321936,no,no,0.4148,1.0,0.6024,2.174906996422824e-10,no,no,neither
ERBB2,SEMA4D,4,1.3468,5.271955588076474e-42,-3.384,0.1466476177321936,trend,yes,0.3404,0.3745758113382256,0.6024,2.174906996422824e-10,no,no,mouse_only
MET,SEMA4D,4,-2.8299,7.784871049726391e-09,-3.384,0.1466476177321936,no,no,0.1141,0.4954430698152696,0.6024,2.174906996422824e-10,no,no,neither
PLXNB1,SEMA4D,5,1.6819,6.050576944964506e-06,-3.384,0.1466476177321936,trend,yes,-0.0983,1.0,0.6024,2.174906996422824e-10,no,no,mouse_only
PLXNB2,SEMA4D,5,18.8987,0.0,-3.384,0.1466476177321936,trend,yes,0.43,0.0025392402068609,0.6024,2.174906996422824e-10,no,no,mouse_only
NRP2,SEMA4F,3,9.625,6.096977135244711e-269,-0.7748,0.9999344575108172,trend,yes,0.325,1.0,-0.3329,1.0,trend,yes,CONSERVED_relaxed
PLXNB2,SEMA4G,5,18.8987,0.0,0.4812,0.2341911953423092,no,no,0.43,0.0025392402068609,0.6194,1.0,no,no,neither
MET,SEMA5A,4,-2.8299,7.784871049726391e-09,-10.0304,0.1595754246273781,no,no,0.1141,0.4954430698152696,0.638,1.4382732284035789e-10,no,no,neither
PLXNB3,SEMA5A,5,-2.8059,0.9999344575108172,-10.0304,0.1595754246273781,no,no,-16.014,1.0,0.638,1.4382732284035789e-10,no,no,neither
PLXNA2,SEMA6A,4,1.984,1.5185690211947174e-62,-7.5709,0.0035852837913039,yes,yes,-0.788,6.727238948099039e-18,0.2105,1.0,no,no,mouse_only
PLXNA4,SEMA6A,4,9.7892,1.7786266728054342e-119,-7.5709,0.0035852837913039,yes,yes,0.5984,8.486066758564985e-19,0.2105,1.0,no,no,mouse_only
KDR,SEMA6D,4,-27.742,1.1151656034473205e-17,-14.7614,0.4138995963666333,no,no,0.6615,1.5915817146357162e-19,0.5865,1.070841816033976e-09,no,no,neither
PLXNA1,SEMA6D,4,4.5555,2.3940792622217255e-94,-14.7614,0.4138995963666333,trend,yes,0.2333,1.0,0.5865,1.070841816033976e-09,no,no,mouse_only
TREM2,SEMA6D,4,-10.7537,3.904197907638932e-07,-14.7614,0.4138995963666333,no,no,2.0147,1.0,0.5865,1.070841816033976e-09,no,no,neither
TYROBP,SEMA6D,4,-21.1489,0.9999344575108172,-14.7614,0.4138995963666333,no,no,0.0963,1.0,0.5865,1.070841816033976e-09,no,no,neither
ITGA1,SEMA7A,4,5.0113,0.0,1.8762,6.535094207145061e-23,no,no,0.0624,1.0,-1.422,1.0,trend,yes,human_only
ITGB1,SEMA7A,4,334.4704,0.0,1.8762,6.535094207145061e-23,no,no,0.4347,3.774832503484081e-07,-1.422,1.0,trend,yes,human_only
PLXNC1,SEMA7A,5,-2.8741,5.283132780134155e-05,1.8762,6.535094207145061e-23,no,no,0.7213,1.0,-1.422,1.0,trend,yes,human_only
LRP1,SERPINA1,4,-169.3567,0.0,,,no_data,no_data,0.9567,1.6789085456172686e-28,1.6145,1.0,no,no,neither
SLC16A2,SERPINA7,3,-4.7944,3.041094368966453e-211,,,no_data,no_data,0.0515,1.0,0.0,1.0,no,no,neither
LRP1,SERPINC1,3,-169.3567,0.0,0.8207,0.1781136053792997,no,no,0.9567,1.6789085456172686e-28,1.9501,1.0,no,no,neither
SDC2,SERPINC1,4,-199.4438,0.0,0.8207,0.1781136053792997,no,no,-0.0586,1.0,1.9501,1.0,no,no,neither
LRP1,SERPINE1,4,-169.3567,0.0,117.583,0.0,no,no,0.9567,1.6789085456172686e-28,-0.1831,1.0,trend,yes,human_only
LRP2,SERPINE1,4,-3.068,1.722378908969545e-05,117.583,0.0,no,no,0.123,1.0,-0.1831,1.0,trend,yes,human_only
LRP1,SERPINE2,4,-169.3567,0.0,-11.577,1.8969519823626111e-25,no,no,0.9567,1.6789085456172686e-28,0.7304,0.934967730132069,no,no,neither
LRP1,SERPING1,3,-169.3567,0.0,,,no_data,no_data,0.9567,1.6789085456172686e-28,1.4625,1.6292419833786007e-107,no,no,neither
SELE,SERPING1,4,0.5963,0.5291992839352008,,,no_data,no_data,-0.2442,1.0,1.4625,1.6292419833786007e-107,no,no,neither
SELP,SERPING1,4,0.909,0.2294712537033988,,,no_data,no_data,-0.7594,1.0,1.4625,1.6292419833786007e-107,no,no,neither
FZD2,SFRP1,4,60.9494,0.0,694.5117,0.0,no,no,-1.0853,1.0,0.4948,1.0,no,no,neither
FZD6,SFRP1,4,3.9977,1.2058569772357722e-55,694.5117,0.0,no,no,0.2517,0.347821101907897,0.4948,1.0,no,no,neither
TLR2,SFTPA1,4,-2.5953,4.605148616862717e-09,,,no_data,no_data,-0.0901,1.0,0.0,1.0,no,no,neither
CD93,SFTPA2,4,-15.7329,0.0050928003440419,,,no_data,no_data,0.5064,1.0,-16.1874,1.0,trend,yes,human_only
ABCA1,SHANK1,3,-6.3349,3.878746959302661e-10,0.9549,0.0001542068175969,no,no,0.4655,0.0038240720228247,0.3051,1.0,no,no,neither
ADGRB2,SHANK1,3,-0.4185,0.4555160416464062,0.9549,0.0001542068175969,no,no,0.4827,1.0,0.3051,1.0,no,no,neither
ADGRL1,SHANK1,4,21.665,0.0,0.9549,0.0001542068175969,no,no,0.0687,1.0,0.3051,1.0,no,no,neither
ADGRL2,SHANK1,3,9.4591,1.4765941406743253e-239,0.9549,0.0001542068175969,no,no,0.8513,1.2386606876555391e-18,0.3051,1.0,no,no,neither
SSTR2,SHANK1,4,1.7273,0.9999344575108172,0.9549,0.0001542068175969,no,no,-0.0397,1.0,0.3051,1.0,no,no,neither
CLDN4,SHBG,3,0.1782,0.9999344575108172,,,no_data,no_data,0.4983,1.0,0.1401,1.0,no,no,neither
SLC37A1,SHBG,3,-1.3238,0.9999344575108172,,,no_data,no_data,-0.0552,1.0,0.1401,1.0,no,no,neither
BOC,SHH,4,1.768,8.221472117834986e-102,,,no_data,no_data,0.1799,0.2687524586912985,0.0,1.0,no,no,neither
CDON,SHH,4,-10.3432,0.4752081006870901,,,no_data,no_data,0.2178,0.1834073911242358,0.0,1.0,no,no,neither
GPC5,SHH,4,-1.8473,0.9999344575108172,,,no_data,no_data,-0.1596,1.0,0.0,1.0,no,no,neither
HHIP,SHH,5,-0.8795,0.9999344575108172,,,no_data,no_data,1.4021,0.2087584199665209,0.0,1.0,no,no,neither
LRP2,SHH,4,-3.068,1.722378908969545e-05,,,no_data,no_data,0.123,1.0,0.0,1.0,no,no,neither
PTCH1,SHH,4,-3.393,9.551010943757117e-13,,,no_data,no_data,0.1503,1.0,0.0,1.0,no,no,neither
PTCH2,SHH,4,-1.4975,0.0225664288591652,,,no_data,no_data,-0.2018,1.0,0.0,1.0,no,no,neither
SMO,SHH,4,10.5472,0.0,,,no_data,no_data,-0.0976,1.0,0.0,1.0,no,no,neither
GPC1,SLIT1,4,10.1038,1.1023176827756088e-143,1.4014,0.9999344575108172,no,no,0.629,0.7427462860433053,-0.7225,1.0,trend,yes,human_only
ROBO1,SLIT1,5,4.3963,2.6698830350694064e-116,1.4014,0.9999344575108172,no,no,0.5211,2.3493925077964143e-11,-0.7225,1.0,trend,yes,human_only
SDC1,SLIT1,3,53.4222,0.0,1.4014,0.9999344575108172,no,no,3.2825,1.0,-0.7225,1.0,trend,yes,human_only
GPC1,SLIT2,4,10.1038,1.1023176827756088e-143,39.2196,0.0,no,no,0.629,0.7427462860433053,0.3208,0.0001525793191966,no,no,neither
ROBO1,SLIT2,5,4.3963,2.6698830350694064e-116,39.2196,0.0,no,no,0.5211,2.3493925077964143e-11,0.3208,0.0001525793191966,no,no,neither
ROBO2,SLIT2,5,1.365,5.5856272324397943e-08,39.2196,0.0,no,no,-0.1735,1.0,0.3208,0.0001525793191966,no,no,neither
ROBO4,SLIT2,4,-6.1169,0.0892630738584423,39.2196,0.0,no,no,0.5245,1.0,0.3208,0.0001525793191966,no,no,neither
SDC1,SLIT2,4,53.4222,0.0,39.2196,0.0,no,no,3.2825,1.0,0.3208,0.0001525793191966,no,no,neither
ROBO2,SLIT3,4,1.365,5.5856272324397943e-08,-8.0018,4.255597967059493e-06,yes,yes,-0.1735,1.0,-0.0831,4.402336546869393e-13,no,no,mouse_only
INSR,SORBS1,3,0.5957,8.088641315405144e-42,-7.2667,7.263027724949326e-16,yes,yes,0.2877,0.0002493268055544,0.4628,1.93175755085997e-05,no,no,mouse_only
LRP5,SOST,4,1.9367,3.6244646582270682e-109,1.0588,0.9999344575108172,no,no,0.4678,0.3783663103950592,2.4543,1.0,no,no,neither
LRP6,SOST,4,12.8705,0.0,1.0588,0.9999344575108172,no,no,0.1581,0.8107383351178986,2.4543,1.0,no,no,neither
LRP6,SOSTDC1,3,12.8705,0.0,-4.1996,0.9999344575108172,trend,yes,0.1581,0.8107383351178986,0.9295,1.0,no,no,mouse_only
EGFR,SPINK1,4,9.1206,4.0958356894436235e-295,,,no_data,no_data,-0.0943,1.0,1.9395,1.0,no,no,neither
NRSN1,SPINK1,3,-4.856,0.9999344575108172,,,no_data,no_data,-18.4115,1.0,1.9395,1.0,no,no,neither
ST14,SPINT1,3,-0.2661,0.7942506110932362,-1.0662,0.3874575139579082,no,no,-0.2372,1.0,0.1352,1.0,no,no,neither
ITGAM,SPON2,3,-2.1245,0.9999344575108172,-208.5409,0.0,no,no,0.6314,1.0,0.1738,1.0,no,no,neither
ITGB2,SPON2,3,-1.8657,0.9999344575108172,-208.5409,0.0,no,no,0.6003,1.0,0.1738,1.0,no,no,neither
CD44,SPP1,4,65.2963,0.0,200.4995,0.0,no,no,0.4064,0.0010917356158519,-1.1766,1.0,trend,yes,human_only
ITGA4,SPP1,4,-0.6264,0.771398107833967,200.4995,0.0,no,no,-0.2517,1.0,-1.1766,1.0,no,no,neither
ITGA5,SPP1,3,17.4686,8.270553119411679e-238,200.4995,0.0,no,no,0.3136,1.0,-1.1766,1.0,trend,yes,human_only
ITGA9,SPP1,4,11.9974,2.6565569117446117e-274,200.4995,0.0,no,no,0.0215,1.0,-1.1766,1.0,trend,yes,human_only
ITGAV,SPP1,4,50.4759,0.0,200.4995,0.0,no,no,0.1033,1.0,-1.1766,1.0,trend,yes,human_only
ITGB1,SPP1,4,334.4704,0.0,200.4995,0.0,no,no,0.4347,3.774832503484081e-07,-1.1766,1.0,trend,yes,human_only
SSTR1,SST,5,-3.0723,0.9999344575108172,,,no_data,no_data,0.8495,1.0,-18.2728,1.0,trend,yes,human_only
SSTR2,SST,5,1.7273,0.9999344575108172,,,no_data,no_data,-0.0397,1.0,-18.2728,1.0,no,no,neither
SSTR3,SST,5,-0.4269,0.9999344575108172,,,no_data,no_data,-17.198,1.0,-18.2728,1.0,no,no,neither
SSTR4,SST,5,,,,,no_data,no_data,0.0,1.0,-18.2728,1.0,no,no,neither
SSTR5,SST,5,,,,,no_data,no_data,0.0,1.0,-18.2728,1.0,no,no,neither
NRXN1,SYTL3,3,-3.7919,0.9999344575108172,-4.7933,0.6817628397638313,no,no,0.4384,0.1881625352167169,0.8557,0.0837368864102878,no,no,neither
TACR1,TAC1,5,-0.9114,0.9999344575108172,-1.0027,0.9999344575108172,no,no,0.8426,1.0,2.2004,1.0,no,no,neither
TACR2,TAC1,5,-1.037,0.9999344575108172,-1.0027,0.9999344575108172,no,no,0.7904,1.0,2.2004,1.0,no,no,neither
TACR3,TAC1,5,,,-1.0027,0.9999344575108172,no_data,no_data,0.2769,1.0,2.2004,1.0,no,no,neither
TACR1,TAC3,5,-0.9114,0.9999344575108172,,,no_data,no_data,0.8426,1.0,0.7826,1.0,no,no,neither
TACR2,TAC3,5,-1.037,0.9999344575108172,,,no_data,no_data,0.7904,1.0,0.7826,1.0,no,no,neither
TACR3,TAC3,5,,,,,no_data,no_data,0.2769,1.0,0.7826,1.0,no,no,neither
TACR1,TAC4,4,-0.9114,0.9999344575108172,-2.1696,0.9999344575108172,no,no,0.8426,1.0,1.1972,1.0,no,no,neither
TACR2,TAC4,4,-1.037,0.9999344575108172,-2.1696,0.9999344575108172,no,no,0.7904,1.0,1.1972,1.0,no,no,neither
TACR3,TAC4,4,,,-2.1696,0.9999344575108172,no_data,no_data,0.2769,1.0,1.1972,1.0,no,no,neither
TMEM67,TCTN1,4,0.1385,1.826679493137208e-23,1.6312,2.514429481331693e-37,no,no,-0.1645,1.0,0.1444,1.0,no,no,neither
